district,division,climate_zone,year,month,rainfall_mm,river_level_m,soil_saturation_percent,drainage_quality,district_flood_prone,flood_occurred
Polonnaruwa,Polonnaruwa-DS3,Dry,2022,10,192.9,1.73,37.2,Moderate,0,0
Jaffna,Jaffna-DS2,Dry,2024,1,235.6,2.34,44.9,Good,0,0
Kilinochchi,Kilinochchi-DS3,Dry,2017,12,292.4,2.71,41.1,Good,0,0
Mannar,Mannar-DS2,Dry,2017,3,79.6,1.67,38.9,Poor,0,0
Mannar,Mannar-DS2,Dry,2018,12,144.8,2.1,46.4,Moderate,0,0
Badulla,Badulla-DS5,Intermediate,2024,1,105.5,1.96,38.1,Good,0,0
Anuradhapura,Anuradhapura-DS5,Dry,2021,8,105.8,1.85,39.2,Moderate,0,0
Vavuniya,Vavuniya-DS6,Dry,2025,6,64.4,1.78,30.5,Poor,0,0
Ratnapura,Ratnapura-DS5,Wet,2018,3,182.8,3.05,46.7,Poor,1,1
Jaffna,Jaffna-DS1,Dry,2008,8,67.6,1.65,24.1,Moderate,0,0
Kilinochchi,Kilinochchi-DS1,Dry,2021,12,153.6,2.12,33.1,Good,0,0
Matale,Matale-DS5,Intermediate,2025,10,290.5,2.57,39.1,Good,0,0
Vavuniya,Vavuniya-DS1,Dry,2020,11,186.8,2.2,36.9,Moderate,0,0
Mullaitivu,Mullaitivu-DS6,Dry,2022,2,183.4,1.9,42.7,Moderate,0,0
Badulla,Badulla-DS2,Intermediate,2022,4,126.2,1.96,45.6,Moderate,0,0
Trincomalee,Trincomalee-DS4,Dry,2011,4,79.6,2.25,29.8,Good,1,0
Badulla,Badulla-DS2,Intermediate,2015,9,120.6,2.31,37.3,Moderate,0,0
Moneragala,Moneragala-DS6,Dry,2024,1,120.1,2.03,42.2,Poor,0,0
Kegalle,Kegalle-DS4,Wet,2008,7,425.6,3.58,69.4,Good,1,0
Kilinochchi,Kilinochchi-DS4,Dry,2011,8,135.5,2.02,26.8,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2009,8,58.9,1.86,38.1,Poor,0,0
Kegalle,Kegalle-DS6,Wet,2009,3,168.6,2.92,45.9,Moderate,1,0
Batticaloa,Batticaloa-DS5,Dry,2019,7,94.7,2.2,29.2,Moderate,1,0
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2014,4,313.2,2.77,54.5,Moderate,0,1
Nuwara Eliya,Nuwara Eliya-DS3,Wet,2011,2,223.4,2.83,49.5,Poor,0,0
Matale,Matale-DS1,Intermediate,2022,5,273.8,2.08,47.7,Moderate,0,0
Ampara,Ampara-DS6,Dry,2019,5,94.5,1.8,29.5,Moderate,0,0
Gampaha,Gampaha-DS4,Wet,2010,5,347.6,3.39,67.2,Moderate,1,1
Kalutara,Kalutara-DS1,Wet,2008,2,199.4,3.45,51.9,Good,1,0
Hambantota,Hambantota-DS4,Dry,2013,1,195.7,2.33,43.5,Good,0,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2024,11,87.1,1.77,33.0,Poor,0,0
Moneragala,Moneragala-DS3,Dry,2019,8,36.1,1.48,33.6,Moderate,0,0
Batticaloa,Batticaloa-DS4,Dry,2016,4,108.4,2.36,37.7,Moderate,1,0
Kegalle,Kegalle-DS3,Wet,2013,7,171.6,2.91,47.6,Poor,1,0
Matara,Matara-DS1,Wet,2013,1,154.7,2.88,46.1,Good,1,0
Ampara,Ampara-DS5,Dry,2015,4,114.3,1.86,28.3,Poor,0,0
Puttalam,Puttalam-DS3,Dry,2016,9,67.1,2.12,32.8,Moderate,0,0
Hambantota,Hambantota-DS4,Dry,2022,12,150.6,2.1,35.7,Good,0,0
Badulla,Badulla-DS6,Intermediate,2016,4,109.3,1.94,24.4,Good,0,0
Matara,Matara-DS3,Wet,2017,3,167.1,3.13,53.9,Good,1,1
Ratnapura,Ratnapura-DS6,Wet,2015,8,310.0,3.25,54.3,Poor,1,0
Ratnapura,Ratnapura-DS6,Wet,2014,7,261.2,3.04,61.6,Moderate,1,0
Vavuniya,Vavuniya-DS3,Dry,2021,7,117.9,1.93,32.6,Moderate,0,0
Kegalle,Kegalle-DS5,Wet,2025,2,212.9,3.1,50.5,Good,1,1
Kalutara,Kalutara-DS5,Wet,2015,3,441.3,3.95,64.3,Poor,1,1
Moneragala,Moneragala-DS4,Dry,2023,3,84.6,1.62,34.7,Poor,0,0
Vavuniya,Vavuniya-DS4,Dry,2024,9,78.9,1.96,30.7,Good,0,0
Jaffna,Jaffna-DS2,Dry,2011,8,117.4,1.85,36.1,Moderate,0,0
Jaffna,Jaffna-DS6,Dry,2018,7,69.6,1.98,29.3,Moderate,0,0
Hambantota,Hambantota-DS3,Dry,2020,6,103.0,1.8,30.5,Good,0,0
Nuwara Eliya,Nuwara Eliya-DS2,Wet,2024,1,132.4,2.54,50.3,Moderate,0,0
Moneragala,Moneragala-DS6,Dry,2018,9,65.0,1.87,41.4,Good,0,0
Vavuniya,Vavuniya-DS2,Dry,2018,1,154.2,1.81,39.8,Poor,0,0
Kandy,Kandy-DS1,Wet,2014,10,353.5,3.3,54.2,Poor,1,0
Ratnapura,Ratnapura-DS5,Wet,2011,10,463.1,3.8,69.1,Good,1,1
Ratnapura,Ratnapura-DS4,Wet,2011,10,266.2,3.33,64.9,Moderate,1,1
Ampara,Ampara-DS1,Dry,2010,12,239.7,2.48,42.3,Moderate,0,0
Vavuniya,Vavuniya-DS5,Dry,2018,10,189.1,2.67,45.9,Good,0,0
Badulla,Badulla-DS1,Intermediate,2024,1,136.1,1.77,42.0,Moderate,0,0
Batticaloa,Batticaloa-DS6,Dry,2009,1,251.0,2.69,40.4,Good,1,1
Hambantota,Hambantota-DS5,Dry,2023,7,37.5,1.64,18.6,Good,0,0
Hambantota,Hambantota-DS3,Dry,2017,7,104.4,2.03,36.4,Moderate,0,0
Matara,Matara-DS6,Wet,2024,12,153.1,3.27,47.8,Moderate,1,0
Moneragala,Moneragala-DS1,Dry,2008,5,74.7,1.87,38.3,Good,0,0
Matale,Matale-DS5,Intermediate,2016,2,99.8,1.72,30.9,Moderate,0,0
Kandy,Kandy-DS3,Wet,2015,4,231.0,3.24,58.4,Poor,1,1
Batticaloa,Batticaloa-DS6,Dry,2020,9,46.2,1.75,38.0,Moderate,1,0
Vavuniya,Vavuniya-DS2,Dry,2016,9,96.4,1.86,43.8,Poor,0,0
Kegalle,Kegalle-DS4,Wet,2015,1,247.6,3.2,42.8,Moderate,1,0
Trincomalee,Trincomalee-DS1,Dry,2019,7,33.1,2.43,28.7,Moderate,1,0
Kalutara,Kalutara-DS2,Wet,2018,5,529.0,4.21,62.7,Moderate,1,1
Galle,Galle-DS4,Wet,2011,9,292.0,3.27,60.3,Good,1,0
Anuradhapura,Anuradhapura-DS6,Dry,2023,6,38.2,1.97,38.2,Poor,0,0
Moneragala,Moneragala-DS2,Dry,2022,2,92.6,2.02,27.7,Good,0,0
Kurunegala,Kurunegala-DS3,Intermediate,2023,5,138.6,2.8,36.1,Good,1,0
Polonnaruwa,Polonnaruwa-DS4,Dry,2012,4,71.7,1.65,26.3,Moderate,0,0
Mullaitivu,Mullaitivu-DS6,Dry,2022,10,241.6,2.25,46.4,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2020,8,52.9,1.73,29.2,Poor,0,0
Matale,Matale-DS4,Intermediate,2014,2,223.9,2.07,51.6,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2018,6,119.4,2.0,30.4,Poor,0,0
Kurunegala,Kurunegala-DS5,Intermediate,2025,4,83.0,2.43,30.7,Moderate,1,0
Puttalam,Puttalam-DS4,Dry,2019,1,100.0,2.03,29.2,Good,0,0
Anuradhapura,Anuradhapura-DS4,Dry,2023,9,64.2,2.13,36.3,Good,0,0
Vavuniya,Vavuniya-DS3,Dry,2008,7,61.3,1.64,33.8,Good,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2011,3,356.6,3.43,55.0,Moderate,1,1
Kalutara,Kalutara-DS3,Wet,2020,3,148.1,3.0,58.1,Moderate,1,1
Moneragala,Moneragala-DS3,Dry,2022,5,88.4,1.8,33.0,Moderate,0,0
Galle,Galle-DS2,Wet,2010,12,243.7,2.68,56.0,Moderate,1,0
Jaffna,Jaffna-DS6,Dry,2018,4,113.3,1.89,48.7,Poor,0,0
Mannar,Mannar-DS3,Dry,2017,10,110.6,1.96,37.5,Good,0,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2019,4,95.0,2.02,39.5,Poor,0,0
Puttalam,Puttalam-DS6,Dry,2020,8,87.7,2.02,32.0,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2020,3,370.0,3.02,73.7,Poor,0,1
Kurunegala,Kurunegala-DS2,Intermediate,2016,7,175.8,2.99,30.5,Moderate,1,0
Mannar,Mannar-DS1,Dry,2021,5,93.1,2.13,33.0,Moderate,0,0
Batticaloa,Batticaloa-DS1,Dry,2008,12,152.8,2.23,41.5,Good,1,0
Kurunegala,Kurunegala-DS2,Intermediate,2023,5,186.3,2.97,47.5,Poor,1,0
Kegalle,Kegalle-DS3,Wet,2016,6,494.5,3.79,76.4,Moderate,1,1
Jaffna,Jaffna-DS1,Dry,2018,10,99.3,2.0,49.2,Moderate,0,0
Batticaloa,Batticaloa-DS6,Dry,2012,6,84.8,2.04,39.3,Good,1,0
Kalutara,Kalutara-DS1,Wet,2024,3,268.4,3.22,67.3,Poor,1,0
Gampaha,Gampaha-DS4,Wet,2021,4,241.4,2.97,54.1,Moderate,1,1
Anuradhapura,Anuradhapura-DS5,Dry,2009,10,94.7,1.55,25.7,Good,0,0
Ratnapura,Ratnapura-DS5,Wet,2013,8,362.3,3.41,57.1,Good,1,0
Ampara,Ampara-DS4,Dry,2020,6,75.8,1.61,27.5,Poor,0,0
Puttalam,Puttalam-DS1,Dry,2015,1,157.9,2.15,34.6,Poor,0,0
Gampaha,Gampaha-DS1,Wet,2025,4,208.7,2.95,49.5,Moderate,1,1
Kurunegala,Kurunegala-DS2,Intermediate,2014,9,128.3,2.76,40.5,Moderate,1,0
Gampaha,Gampaha-DS3,Wet,2017,5,206.0,2.95,51.3,Good,1,0
Colombo,Colombo-DS1,Wet,2020,10,157.3,2.89,51.0,Poor,1,0
Matale,Matale-DS4,Intermediate,2014,9,123.9,1.4,32.9,Moderate,0,0
Puttalam,Puttalam-DS6,Dry,2019,4,82.2,2.19,38.6,Moderate,0,0
Jaffna,Jaffna-DS5,Dry,2016,3,92.3,1.79,41.0,Good,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2011,3,133.9,2.78,42.5,Moderate,1,0
Batticaloa,Batticaloa-DS1,Dry,2009,10,182.5,2.51,35.7,Good,1,0
Hambantota,Hambantota-DS2,Dry,2025,2,87.2,2.0,22.7,Good,0,0
Puttalam,Puttalam-DS1,Dry,2020,6,87.9,2.05,38.2,Moderate,0,0
Badulla,Badulla-DS6,Intermediate,2018,5,170.4,2.5,40.0,Good,0,0
Nuwara Eliya,Nuwara Eliya-DS2,Wet,2015,5,343.4,2.91,57.2,Moderate,0,1
Kegalle,Kegalle-DS6,Wet,2011,3,226.1,3.02,44.8,Good,1,0
Ratnapura,Ratnapura-DS4,Wet,2013,7,245.4,3.21,48.9,Moderate,1,0
Matara,Matara-DS3,Wet,2011,6,311.7,2.88,45.4,Good,1,0
Hambantota,Hambantota-DS2,Dry,2016,5,212.0,2.82,52.7,Poor,0,0
Kilinochchi,Kilinochchi-DS1,Dry,2015,3,56.5,1.23,35.5,Moderate,0,0
Ampara,Ampara-DS2,Dry,2025,3,58.1,1.79,36.7,Moderate,0,0
Kilinochchi,Kilinochchi-DS5,Dry,2008,1,165.5,2.13,51.4,Moderate,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2024,1,215.0,2.21,40.2,Poor,0,1
Moneragala,Moneragala-DS4,Dry,2016,10,105.2,2.18,31.7,Moderate,0,0
Colombo,Colombo-DS4,Wet,2016,9,155.7,2.79,55.8,Moderate,1,1
Vavuniya,Vavuniya-DS3,Dry,2009,7,106.2,2.16,27.3,Poor,0,0
Hambantota,Hambantota-DS2,Dry,2009,9,41.7,1.82,31.0,Poor,0,0
Matara,Matara-DS3,Wet,2012,12,407.7,3.58,60.7,Moderate,1,1
Colombo,Colombo-DS1,Wet,2015,3,203.8,2.99,56.0,Moderate,1,1
Trincomalee,Trincomalee-DS4,Dry,2014,8,105.1,2.64,32.9,Good,1,0
Kurunegala,Kurunegala-DS4,Intermediate,2010,11,126.1,2.33,43.5,Moderate,1,0
Mannar,Mannar-DS6,Dry,2013,1,135.0,2.14,30.2,Moderate,0,0
Mannar,Mannar-DS4,Dry,2023,12,196.8,1.79,44.6,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2021,9,79.8,1.72,33.5,Good,0,0
Mullaitivu,Mullaitivu-DS5,Dry,2008,11,82.7,1.36,30.2,Good,0,0
Ampara,Ampara-DS2,Dry,2009,4,129.9,2.01,34.3,Good,0,0
Jaffna,Jaffna-DS5,Dry,2014,12,91.2,1.92,38.7,Moderate,0,0
Galle,Galle-DS2,Wet,2013,8,175.3,2.97,52.7,Moderate,1,0
Colombo,Colombo-DS3,Wet,2018,5,498.9,3.77,75.7,Moderate,1,1
Mannar,Mannar-DS4,Dry,2016,3,89.8,1.89,38.7,Moderate,0,0
Kalutara,Kalutara-DS5,Wet,2014,10,207.5,3.22,53.9,Poor,1,1
Puttalam,Puttalam-DS2,Dry,2020,6,82.6,1.87,31.3,Good,0,0
Kurunegala,Kurunegala-DS5,Intermediate,2013,6,113.2,2.73,35.4,Poor,1,0
Kurunegala,Kurunegala-DS6,Intermediate,2025,8,135.9,2.66,35.3,Moderate,1,0
Gampaha,Gampaha-DS1,Wet,2018,7,292.0,3.5,46.2,Moderate,1,1
Ratnapura,Ratnapura-DS3,Wet,2024,3,197.1,3.25,58.1,Moderate,1,1
Ampara,Ampara-DS3,Dry,2016,3,56.1,1.76,38.6,Moderate,0,0
Trincomalee,Trincomalee-DS5,Dry,2021,5,71.8,2.33,37.7,Good,1,1
Mannar,Mannar-DS6,Dry,2012,1,127.3,1.85,41.3,Poor,0,0
Gampaha,Gampaha-DS6,Wet,2017,3,342.3,3.36,67.9,Poor,1,1
Anuradhapura,Anuradhapura-DS4,Dry,2025,8,64.0,1.56,29.6,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2014,6,254.3,2.41,53.6,Moderate,0,1
Mullaitivu,Mullaitivu-DS2,Dry,2021,11,144.9,2.0,35.0,Moderate,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2008,4,127.5,2.67,35.1,Moderate,1,0
Moneragala,Moneragala-DS3,Dry,2023,1,86.9,1.99,41.5,Good,0,0
Batticaloa,Batticaloa-DS2,Dry,2018,5,112.7,2.43,29.0,Poor,1,0
Ratnapura,Ratnapura-DS5,Wet,2009,1,409.2,3.71,69.4,Moderate,1,1
Matale,Matale-DS5,Intermediate,2014,8,362.0,2.66,48.7,Poor,0,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2009,10,130.2,1.93,39.6,Moderate,0,0
Galle,Galle-DS5,Wet,2023,2,252.0,3.22,46.7,Good,1,0
Kandy,Kandy-DS1,Wet,2018,2,189.0,2.96,43.6,Moderate,1,0
Matara,Matara-DS3,Wet,2014,4,433.3,3.61,48.8,Moderate,1,1
Ratnapura,Ratnapura-DS1,Wet,2023,5,242.7,3.69,59.4,Poor,1,1
Vavuniya,Vavuniya-DS6,Dry,2010,5,149.4,2.15,39.6,Moderate,0,0
Ampara,Ampara-DS1,Dry,2009,12,140.6,2.57,43.5,Good,0,0
Hambantota,Hambantota-DS1,Dry,2014,1,436.0,3.5,60.1,Poor,0,1
Anuradhapura,Anuradhapura-DS1,Dry,2023,8,101.0,1.81,35.5,Poor,0,0
Kurunegala,Kurunegala-DS4,Intermediate,2014,6,94.1,2.76,37.9,Good,1,0
Kilinochchi,Kilinochchi-DS6,Dry,2025,8,90.6,1.38,44.4,Poor,0,0
Batticaloa,Batticaloa-DS3,Dry,2015,11,124.2,2.29,25.3,Good,1,0
Trincomalee,Trincomalee-DS3,Dry,2021,1,138.8,2.87,38.9,Moderate,1,0
Colombo,Colombo-DS3,Wet,2013,2,250.6,3.05,43.2,Poor,1,0
Badulla,Badulla-DS3,Intermediate,2016,4,125.5,1.96,45.0,Poor,0,0
Galle,Galle-DS2,Wet,2016,4,282.1,3.2,64.9,Moderate,1,0
Kegalle,Kegalle-DS3,Wet,2009,6,223.2,2.97,44.4,Moderate,1,1
Vavuniya,Vavuniya-DS3,Dry,2020,9,151.4,2.02,23.3,Moderate,0,0
Badulla,Badulla-DS4,Intermediate,2020,6,234.5,2.17,51.5,Moderate,0,0
Matale,Matale-DS5,Intermediate,2019,3,169.5,1.92,44.2,Poor,0,0
Hambantota,Hambantota-DS3,Dry,2012,11,361.7,3.06,39.7,Moderate,0,0
Kurunegala,Kurunegala-DS5,Intermediate,2017,2,101.9,2.64,39.0,Poor,1,1
Hambantota,Hambantota-DS1,Dry,2017,1,296.2,2.69,53.3,Moderate,0,0
Hambantota,Hambantota-DS6,Dry,2009,6,100.5,2.06,32.2,Good,0,0
Trincomalee,Trincomalee-DS6,Dry,2008,11,178.3,2.69,43.7,Moderate,1,0
Vavuniya,Vavuniya-DS3,Dry,2014,7,97.9,2.0,42.5,Poor,0,0
Colombo,Colombo-DS4,Wet,2009,2,183.3,2.87,40.0,Moderate,1,1
Trincomalee,Trincomalee-DS6,Dry,2025,7,78.5,2.34,43.1,Good,1,0
Kegalle,Kegalle-DS4,Wet,2014,10,301.8,3.3,58.8,Poor,1,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2025,9,180.3,2.51,43.3,Moderate,0,0
Ampara,Ampara-DS1,Dry,2013,3,64.8,2.01,25.0,Moderate,0,0
Badulla,Badulla-DS4,Intermediate,2019,7,154.1,2.08,40.3,Moderate,0,0
Ampara,Ampara-DS5,Dry,2014,2,106.4,1.87,32.5,Moderate,0,0
Batticaloa,Batticaloa-DS6,Dry,2021,11,101.2,1.64,38.2,Good,1,0
Gampaha,Gampaha-DS3,Wet,2025,5,309.2,3.25,65.2,Poor,1,0
Gampaha,Gampaha-DS2,Wet,2018,11,274.0,3.14,53.9,Good,1,1
Ratnapura,Ratnapura-DS4,Wet,2016,12,205.5,3.03,44.8,Moderate,1,0
Kilinochchi,Kilinochchi-DS6,Dry,2023,3,118.6,2.05,37.8,Poor,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2021,10,67.0,1.63,33.3,Good,0,0
Anuradhapura,Anuradhapura-DS1,Dry,2013,1,99.5,2.13,36.0,Moderate,0,0
Mullaitivu,Mullaitivu-DS2,Dry,2015,12,207.1,2.16,39.7,Poor,0,0
Batticaloa,Batticaloa-DS5,Dry,2013,5,209.5,2.54,43.0,Moderate,1,0
Kalutara,Kalutara-DS5,Wet,2022,11,239.0,3.29,60.1,Poor,1,0
Kegalle,Kegalle-DS6,Wet,2016,9,275.9,3.07,49.6,Moderate,1,1
Mannar,Mannar-DS1,Dry,2022,7,108.0,1.82,47.4,Moderate,0,0
Vavuniya,Vavuniya-DS6,Dry,2016,4,81.1,1.69,23.8,Moderate,0,0
Trincomalee,Trincomalee-DS1,Dry,2010,9,71.2,2.41,32.6,Moderate,1,0
Kegalle,Kegalle-DS3,Wet,2015,1,394.6,3.68,60.8,Moderate,1,1
Jaffna,Jaffna-DS6,Dry,2019,2,95.9,1.69,42.6,Moderate,0,0
Anuradhapura,Anuradhapura-DS1,Dry,2010,2,82.3,1.61,36.0,Good,0,0
Kandy,Kandy-DS5,Wet,2017,3,133.7,2.37,43.9,Moderate,1,1
Batticaloa,Batticaloa-DS3,Dry,2008,3,73.7,2.21,45.2,Moderate,1,0
Kegalle,Kegalle-DS6,Wet,2025,8,443.9,3.65,70.2,Poor,1,0
Mannar,Mannar-DS6,Dry,2011,4,74.9,2.24,26.5,Moderate,0,0
Ampara,Ampara-DS6,Dry,2008,6,117.7,1.8,41.2,Poor,0,0
Kurunegala,Kurunegala-DS5,Intermediate,2022,1,226.6,3.13,41.6,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2021,1,135.7,2.03,37.4,Moderate,0,0
Moneragala,Moneragala-DS1,Dry,2021,11,106.0,1.56,29.4,Good,0,0
Trincomalee,Trincomalee-DS4,Dry,2016,12,118.6,2.12,38.7,Moderate,1,0
Moneragala,Moneragala-DS6,Dry,2023,8,57.9,1.69,34.1,Good,0,0
Ratnapura,Ratnapura-DS3,Wet,2019,4,178.6,3.2,51.8,Good,1,0
Batticaloa,Batticaloa-DS5,Dry,2015,12,138.4,2.45,43.9,Moderate,1,0
Hambantota,Hambantota-DS6,Dry,2018,3,77.3,2.25,36.6,Moderate,0,0
Badulla,Badulla-DS6,Intermediate,2021,4,112.9,1.97,28.5,Poor,0,0
Matara,Matara-DS3,Wet,2015,8,225.3,2.54,54.9,Good,1,0
Colombo,Colombo-DS2,Wet,2020,12,446.8,3.71,61.8,Moderate,1,1
Galle,Galle-DS6,Wet,2018,11,294.9,3.25,66.1,Moderate,1,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2016,9,198.9,2.21,41.9,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS5,Wet,2016,7,302.0,2.97,48.7,Poor,0,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2010,12,104.9,1.69,34.5,Good,0,0
Kalutara,Kalutara-DS5,Wet,2018,2,83.3,2.94,56.4,Good,1,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2023,8,76.3,1.84,39.3,Poor,0,0
Hambantota,Hambantota-DS3,Dry,2014,3,134.5,2.14,46.3,Moderate,0,0
Matale,Matale-DS1,Intermediate,2022,12,212.0,2.14,48.8,Poor,0,1
Kandy,Kandy-DS6,Wet,2015,3,159.6,3.08,43.5,Good,1,0
Mannar,Mannar-DS1,Dry,2015,3,75.6,1.73,20.8,Poor,0,0
Anuradhapura,Anuradhapura-DS3,Dry,2016,7,80.0,1.78,34.7,Moderate,0,0
Ratnapura,Ratnapura-DS3,Wet,2021,12,150.4,3.06,39.8,Moderate,1,0
Badulla,Badulla-DS3,Intermediate,2014,6,82.6,1.83,41.2,Good,0,0
Vavuniya,Vavuniya-DS6,Dry,2021,8,66.9,1.9,25.7,Good,0,0
Matara,Matara-DS6,Wet,2022,4,252.6,3.33,63.2,Poor,1,1
Kegalle,Kegalle-DS3,Wet,2009,1,233.9,2.84,47.5,Good,1,0
Vavuniya,Vavuniya-DS3,Dry,2008,10,89.2,2.5,35.7,Good,0,0
Ampara,Ampara-DS4,Dry,2025,6,86.2,1.94,40.5,Moderate,0,0
Vavuniya,Vavuniya-DS4,Dry,2019,2,100.0,2.2,29.8,Moderate,0,1
Vavuniya,Vavuniya-DS3,Dry,2010,6,69.8,2.24,30.4,Poor,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2017,5,83.4,1.69,25.7,Poor,0,0
Galle,Galle-DS5,Wet,2025,1,192.4,3.12,51.3,Good,1,0
Galle,Galle-DS5,Wet,2015,11,211.8,3.29,42.7,Good,1,0
Gampaha,Gampaha-DS4,Wet,2012,3,116.7,2.56,31.1,Poor,1,0
Ratnapura,Ratnapura-DS4,Wet,2020,9,357.2,3.53,63.4,Good,1,1
Hambantota,Hambantota-DS2,Dry,2021,10,270.2,2.57,45.0,Poor,0,0
Kilinochchi,Kilinochchi-DS3,Dry,2022,9,79.3,1.92,36.2,Moderate,0,0
Puttalam,Puttalam-DS5,Dry,2013,2,36.0,1.84,31.8,Moderate,0,0
Kandy,Kandy-DS5,Wet,2018,2,124.6,2.93,58.0,Poor,1,1
Puttalam,Puttalam-DS1,Dry,2014,11,106.8,2.2,38.4,Good,0,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2025,9,50.8,1.5,38.6,Poor,0,0
Kalutara,Kalutara-DS3,Wet,2021,9,243.2,3.44,50.5,Moderate,1,0
Moneragala,Moneragala-DS2,Dry,2008,3,61.9,1.83,30.9,Poor,0,0
Colombo,Colombo-DS2,Wet,2024,8,301.3,3.38,62.8,Poor,1,1
Anuradhapura,Anuradhapura-DS6,Dry,2012,3,52.3,1.73,44.5,Poor,0,0
Kalutara,Kalutara-DS5,Wet,2010,5,106.1,2.61,38.0,Good,1,0
Kilinochchi,Kilinochchi-DS1,Dry,2020,5,92.9,1.76,34.2,Poor,0,0
Gampaha,Gampaha-DS6,Wet,2014,2,268.2,3.48,64.4,Good,1,1
Kegalle,Kegalle-DS4,Wet,2023,3,400.0,3.49,71.3,Good,1,1
Batticaloa,Batticaloa-DS2,Dry,2009,4,73.7,2.21,36.2,Moderate,1,0
Matale,Matale-DS4,Intermediate,2008,5,479.9,2.89,49.0,Poor,0,0
Anuradhapura,Anuradhapura-DS6,Dry,2024,2,87.5,2.1,42.0,Poor,0,0
Kurunegala,Kurunegala-DS1,Intermediate,2014,4,152.6,2.9,33.5,Poor,1,1
Kalutara,Kalutara-DS2,Wet,2008,1,212.4,2.99,52.0,Poor,1,0
Mannar,Mannar-DS3,Dry,2017,7,96.3,1.91,37.7,Poor,0,0
Matale,Matale-DS6,Intermediate,2019,7,183.6,2.04,47.9,Good,0,0
Puttalam,Puttalam-DS1,Dry,2008,3,88.0,1.8,42.7,Good,0,0
Mannar,Mannar-DS3,Dry,2014,1,284.7,2.53,35.6,Good,0,1
Moneragala,Moneragala-DS5,Dry,2025,7,64.6,2.0,35.0,Moderate,0,0
Jaffna,Jaffna-DS3,Dry,2013,3,94.0,1.98,19.7,Poor,0,0
Kandy,Kandy-DS4,Wet,2019,11,415.8,3.52,72.3,Good,1,1
Hambantota,Hambantota-DS2,Dry,2016,6,98.6,2.17,32.4,Good,0,0
Mannar,Mannar-DS2,Dry,2009,11,202.2,1.97,34.5,Moderate,0,0
Ratnapura,Ratnapura-DS2,Wet,2016,3,330.7,3.62,63.7,Moderate,1,0
Mullaitivu,Mullaitivu-DS5,Dry,2017,2,55.9,1.39,47.0,Moderate,0,0
Gampaha,Gampaha-DS6,Wet,2018,10,299.0,3.45,53.4,Good,1,0
Galle,Galle-DS4,Wet,2025,5,453.2,4.08,67.4,Good,1,1
Galle,Galle-DS5,Wet,2014,3,213.9,2.7,47.4,Moderate,1,1
Kilinochchi,Kilinochchi-DS6,Dry,2010,2,50.9,1.41,39.2,Poor,0,0
Moneragala,Moneragala-DS6,Dry,2014,8,80.2,1.84,36.2,Good,0,0
Matale,Matale-DS2,Intermediate,2016,12,266.8,2.56,48.4,Good,0,0
Moneragala,Moneragala-DS6,Dry,2020,10,151.3,2.39,20.3,Poor,0,1
Galle,Galle-DS3,Wet,2021,4,222.2,2.92,48.4,Moderate,1,0
Vavuniya,Vavuniya-DS2,Dry,2014,9,81.5,2.06,37.7,Poor,0,0
Mullaitivu,Mullaitivu-DS1,Dry,2021,6,121.0,1.88,35.1,Moderate,0,0
Vavuniya,Vavuniya-DS3,Dry,2008,12,290.9,2.48,48.0,Poor,0,0
Colombo,Colombo-DS6,Wet,2016,2,291.0,3.36,47.2,Moderate,1,1
Kurunegala,Kurunegala-DS1,Intermediate,2014,9,225.7,3.0,43.4,Good,1,0
Vavuniya,Vavuniya-DS6,Dry,2017,7,122.0,1.77,36.9,Good,0,0
Ratnapura,Ratnapura-DS3,Wet,2023,6,312.2,3.9,59.8,Moderate,1,1
Galle,Galle-DS2,Wet,2018,9,177.3,2.87,41.2,Moderate,1,0
Vavuniya,Vavuniya-DS5,Dry,2020,5,98.5,1.95,46.9,Good,0,0
Vavuniya,Vavuniya-DS2,Dry,2016,8,148.4,2.22,35.2,Moderate,0,0
Mullaitivu,Mullaitivu-DS1,Dry,2025,9,54.7,2.03,25.3,Poor,0,0
